,response,response,response
12_13_14_17_18_20_22_27_39_40_41_43_45_47_48_50_51,0,0.0,2
12_13_14_16_19_20_22_27_29_30_32_36_37,0,0.0,2
0_1_2_4_7_8_10_12_13_14_16_18_20_22_29_30_33_34_35_37,0,0.0,2
0_1_2_4_6_8_10_11_39_40_41_43_45_47_48_49_51,0,0.0,2
12_13_14_17_18_20_22_26_39_40_41_43_45_47_48_50_51,0,0.0,2
0_1_3_4_6_8_11_26_29_30_32_34_36_37,0,0.0,2
12_13_16_18_20_22_29_30_33_34_35_37,0,0.0,2
0_1_2_5_7_8_11_25_27_29_30_33_34_35_37,0,0.0,2
1_3_5_7_8_9_27_29_30_33_34_36_37,0,0.0,2
0_1_3_5_7_8_10_11_26_29_30_33_34_36_37,0,0.0,2
0_1_2_5_6_8_9_11_29_30_31_33_34_35_37,0,0.0,2
25_30_33_34_36_37_38,0,0.0,2
16_19_20_22_29_30_33_34_36_37,0,0.0,2
12_13_14_16_18_20_21_23_29_30_33_34_36_37,0,0.0,2
12_13_14_16_19_20_23_25_27_29_30_33_34_35_37,0,0.0,2
0_1_2_5_6_8_10_27_29_30_32_34_36_37,0,0.0,2
12_13_14_17_19_20_22_27_29_30_33_34_35_37_38,0,0.0,2
0_1_3_5_7_8_9_24_29_30_33_34_36_37,0,0.0,2
0_1_3_5_7_8_9_12_13_14_17_19_20_22_29_30_33_34_36_37,0,0.0,2
0_1_3_5_6_8_11_29_30_31_32_36_37_38,0,0.0,2
0_1_2_5_7_8_11_24_29_30_33_34_35_37,0,0.0,2
12_13_15_16_18_20_21_22_29_30_33_34_35_37,0,0.0,2
0_1_2_5_6_8_11_25_27_29_30_33_34_36_37,0,0.0,2
0_1_2_4_7_8_9_29_30_33_34_35_38,0,0.0,2
24_28_30_31_33_34_36_37,0,0.0,2
12_13_15_17_19_20_23_24_27_29_30_33_34_36_37,0,0.0,2
0_1_2_5_6_8_10_29_30_31_33_34_36_37_38,0,0.0,2
0_1_3_5_7_8_11_25_26_29_30_33_34_35_37,0,0.0,2
12_13_14_16_19_20_23_26_39_40_41_44_45_47_48_49_51,0,0.0,2
12_13_14_17_19_20_21_29_30_32_35_37_38,0,0.0,2
0_2_4_7_8_11_27_29_30_33_34_35_37,0,0.0,2
0_1_2_4_6_8_11_26_38,0,0.0,2
0_1_2_5_7_8_9_26_29_30_33_34_36,0,0.0,2
0_1_3_5_6_8_11_28_29_30_31_33_34_35_37_38,0,0.0,2
0_1_3_4_6_8_10_29_30_31_33_34_36,0,0.0,2
12_13_15_16_18_20_21_26_29_30_32_34_35_37,0,0.0,2
12_13_15_16_19_20_21_24_27_29_30_33_34_36_37,0,0.0,2
12_13_15_17_19_20_22_23_29_30_33_34_35_37,0,0.0,2
12_13_14_15_17_18_20_23_26_29_30_33_34_36_37,0,0.0,2
0_1_3_5_6_8_9_40_41_44_45_47_48_50_51,0,0.0,2
0_1_3_5_7_8_11_27_29_30_32_36_37,0,0.0,2
12_13_15_16_18_20_23_25_29_30_33_34_36_37,0,0.0,2
12_13_14_16_19_20_22_29_30_32_33_34_36_37_38,0,0.0,2
0_1_4_7_8_9_29_30_32_33_34_35_37,0,0.0,2
0_1_3_4_7_8_9_29_33_34_36_37_38,0,0.0,2
0_1_3_4_6_8_9_11_26_29_30_33_34_36_37,0,0.0,2
25_39_41_43_45_47_48_49_51,0,0.0,2
12_13_14_16_19_20_21_27_29_30_33_34_35_37_38,0,0.0,2
0_1_3_4_6_8_10_26_29_30_32_33_34_35_37_38,0,0.0,2
0_1_3_4_7_8_10_24_27_29_30_33_34_36_37,0,0.0,2
0_1_2_4_6_8_9_24_26_29_30_33_34_35_37,0,0.0,2
0_1_2_4_6_8_9_26_29_30_32_34_35_37,0,0.0,2
12_13_15_17_19_20_21_27_39_40_41_43_45_47_48_50_51,0,0.0,2
12_13_15_16_18_20_22_26_39_40_41_44_45_47_48_49_51,0,0.0,2
12_13_15_17_19_20_22_29_32_33_34_35_37,0,0.0,2
0_1_3_4_6_8_10_26_29_30_32_35_37,0,0.0,2
12_13_14_16_18_20_22_26_39_40_41_44_45_47_48_49_51,0,0.0,2
0_1_3_5_6_8_10_12_13_14_16_18_20_23_29_30_33_34_35_37,0,0.0,2
0_1_3_5_7_8_10_26_29_30_32_34_35_37,0,0.0,2
0_1_2_4_5_7_8_9_29_30_33_34_36_37,0,0.0,2
12_13_15_16_18_20_21_26_33_34_36_37,0,0.0,2
16_18_20_21_29_30_33_34_36_37,0,0.0,2
12_13_14_17_18_20_21_26_39_40_41_43_45_47_48_49_51,0,0.0,2
1_2_5_6_8_11_26_29_30_33_34_36_37,0,0.0,2
0_1_2_5_7_8_10_25_26_29_30_33_34_36_37,0,0.0,2
0_1_2_5_7_8_9_12_13_15_16_19_20_22_29_30_33_34_35_37,0,0.0,2
17_18_20_21_29_30_33_34_36_37,0,0.0,2
12_13_14_17_19_20_21_27_39_40_41_43_45_47_48_50_51,0,0.0,2
0_1_3_4_6_8_9_24_29_30_33_34_35_37,0,0.0,2
0_1_4_6_8_9_26_29_30_33_34_36_37,0,0.0,2
0_1_2_5_6_8_9_29_30_31_32_34_36_37,0,0.0,2
0_1_3_4_6_8_10_25_27_29_30_33_34_35_37,0,0.0,2
12_13_14_16_19_20_22_27_29_30_32_34_35_37,0,0.0,2
12_13_14_16_18_20_23_29_30_32_37,0,0.0,2
0_1_2_5_6_8_10_25_29_30_33_34_36_37,0,0.0,2
0_1_3_4_7_8_11_25_26_29_30_33_34_36_37,0,0.0,2
0_1_2_5_7_8_10_28_29_30_32_34_36_37,0,0.0,2
0_1_3_4_5_6_8_11_29_30_33_34_36_37_38,0,0.0,2
0_1_3_5_7_8_11_27_29_30_32_33_34_36_37_38,0,0.0,2
0_1_5_6_8_9_26_29_30_33_34_35_37,0,0.0,2
12_13_14_16_19_20_23_29_30_33_34_35,0,0.0,2
1_3_5_6_8_10_27_29_30_33_34_36_37,0,0.0,2
0_1_2_4_6_8_11_26_30_33_34_35_37,0,0.0,2
0_1_2_4_7_8_11_26_29_30_32_36_37_38,0,0.0,2
0_1_2_5_6_8_10_11_27_29_30_33_34_35_37,0,0.0,2
0_1_3_4_6_8_9_26_29_30_32_36_37,0,0.0,2
0_1_3_5_6_8_10_12_13_15_17_19_20_23_29_30_33_34_35_37,0,0.0,2
12_13_15_16_19_20_21_22_29_30_33_34_35_37,0,0.0,2
0_1_2_4_6_8_11_29_30_32_37,0,0.0,2
0_1_3_4_7_8_11_24_26_39_40_41_43_45_47_48_49_51,0,0.0,2
0_1_2_5_6_8_9_25_29_30_33_34_35_37,0,0.0,2
0_1_2_5_6_8_9_25_29_30_33_34_36_37,0,0.0,2
0_1_3_5_6_8_10_26_27_29_30_32_33_34_35_37,0,0.0,2
0_1_2_4_6_8_9_12_13_15_17_19_20_21_29_30_33_34_35_37,0,0.0,2
1_2_4_7_8_9_39_40_41_44_45_47_48_50_51,0,0.0,2
0_3_4_6_8_10_29_30_32_33_34_36_37,0,0.0,2
12_13_15_17_19_20_21_29_30_32_36_37_38,0,0.0,2
0_2_4_6_8_11_29_30_33_34_36_37_38,0,0.0,2
12_13_14_17_19_20_23_29_30_31_33_34_36_37_38,0,0.0,2
0_1_3_5_7_8_10_12_13_15_16_19_20_21_29_30_33_34_35_37,0,0.0,2
0_1_2_4_6_8_9_26_29_30_32_36_37,0,0.0,2
0_1_2_5_6_8_9_25_27_29_30_33_34_35_37,0,0.0,2
12_13_14_17_19_20_21_39_40_41_43_45_47_49_51,0,0.0,2
0_1_3_4_7_8_9_12_13_14_16_18_20_23_29_30_33_34_35_37,0,0.0,2
0_1_3_4_7_8_11_29_30_32_34_36_37_38,0,0.0,2
12_13_15_16_19_20_23_26_29_30_32_34_36_37,0,0.0,2
0_1_3_5_6_8_11_12_13_14_16_18_20_22_29_30_33_34_36_37,0,0.0,2
12_13_14_16_18_20_21_27_39_40_41_44_45_47_48_50_51,0,0.0,2
0_1_2_4_7_11_27_29_30_33_34_35_37,0,0.0,2
12_13_14_16_18_20_21_39_40_41_43_44_45_47_48_50_51,0,0.0,2
0_1_3_5_7_8_10_12_13_15_16_19_20_22_27_29_30_33_34_35_37,0,0.0,2
0_1_3_5_7_8_10_39_40_41_43_44_45_47_48_50_51,0,0.0,2
0_1_2_5_6_8_9_12_13_14_16_18_20_22_29_30_33_34_35_37,0,0.0,2
12_13_15_17_19_20_21_26_39_40_41_43_45_47_48_49_51,0,0.0,2
12_13_15_17_19_20_21_39_40_41_43_45_47_50_51,0,0.0,2
0_1_2_4_6_8_9_12_13_14_17_18_20_21_29_30_33_34_35_37,0,0.0,2
0_1_2_4_7_8_9_29_30_32_34_36_37_38,0,0.0,2
0_1_2_4_7_8_11_26_29_30_32_33_34_36_37_38,0,0.0,2
0_1_3_5_7_8_10_24_29_30_33_34_36_37,0,0.0,2
0_1_2_5_6_8_9_29_30_31_32_34_35_37,0,0.0,2
25_29_30_33_34_35,0,0.0,2
12_13_15_16_18_20_22_29_30_31_33_34_36_37_38,0,0.0,2
12_13_15_17_19_20_21_22_29_30_33_34_36_37_38,0,0.0,2
1_3_5_6_8_10_29_30_33_34_36_37_38,0,0.0,2
0_1_3_4_7_8_10_28_29_30_33_34_36_37_38,0,0.0,2
0_1_2_5_7_8_9_26_30_33_34_35_37,0,0.0,2
0_1_3_4_6_8_11_29_30_31_32_36_37,0,0.0,2
0_1_3_4_6_8_10_29_30_31_32_34_35_37,0,0.0,2
0_1_3_4_6_8_11_26_30_33_34_36_37,0,0.0,2
12_13_16_19_20_22_29_30_33_34_36_37,0,0.0,2
0_1_3_4_7_8_11_12_13_14_17_19_20_22_29_30_33_34_36_37,0,0.0,2
0_1_3_5_7_8_10_29_30_31_32_36_37,0,0.0,2
26_29_30_32_34_35_37_38,0,0.0,2
0_1_3_5_6_8_11_12_13_14_17_18_20_23_29_30_33_34_36_37,0,0.0,2
12_13_15_17_19_20_21_23_29_30_33_34_35_37,0,0.0,2
12_13_14_17_18_20_21_29_30_31_32_35_37,0,0.0,2
0_1_2_5_6_9_39_40_41_44_45_47_48_50_51,0,0.0,2
0_1_3_5_6_8_9_27_29_30_32_34_35_37,0,0.0,2
0_1_5_7_8_10_39_40_41_44_45_47_48_50_51,0,0.0,2
0_1_2_4_6_8_9_11_26_29_30_33_34_36_37,0,0.0,2
0_1_2_4_7_8_9_10_39_40_41_43_45_47_48_49_51,0,0.0,2
0_1_3_4_6_8_10_28_29_30_33_34_35_37_38,0,0.0,2
12_13_15_16_18_20_22_27_39_40_41_43_45_47_48_50_51,0,0.0,2
0_1_2_4_6_8_10_26_29_30_32_34_36_37,0,0.0,2
0_1_2_5_7_8_10_12_13_14_17_19_20_23_29_30_33_34_35_37,0,0.0,2
12_13_14_16_17_19_20_21_29_30_33_34_35_37,0,0.0,2
0_3_4_6_8_11_27_29_30_33_34_35_37,0,0.0,2
12_13_14_16_19_20_22_27_39_40_41_44_45_47_48_49_51,0,0.0,2
29_30_33_34_37,0,0.0,2
12_13_15_16_19_20_21_29_30_31_32_36_37,0,0.0,2
0_1_2_4_7_8_9_11_26_29_30_33_34_36_37,0,0.0,2
0_1_3_4_6_8_9_39_40_41_43_44_45_47_48_50_51,0,0.0,2
12_13_14_16_18_20_23_27_38,0,0.0,2
12_13_14_17_19_20_23_26_39_40_41_44_45_47_48_50_51,0,0.0,2
0_1_2_5_7_8_11_26_29_33_34_35_37,0,0.0,2
0_1_3_5_6_8_11_12_13_14_17_19_20_22_29_30_33_34_35_37,0,0.0,2
0_1_3_4_7_8_11_29_30_31_33_36_37,0,0.0,2
12_13_15_16_19_20_21_26_39_40_41_44_45_47_48_50_51,0,0.0,2
0_1_2_4_7_8_10_29_33_34_35_37_38,0,0.0,2
0_1_2_4_7_10_29_30_33_34_35_37_38,0,0.0,2
0_1_2_4_5_6_8_11_26_29_30_33_34_36_37,0,0.0,2
0_1_2_5_6_8_10_12_13_14_17_18_20_21_29_30_33_34_35_37,0,0.0,2
0_1_3_4_6_8_11_39_40_41_43_44_45_47_48_50_51,0,0.0,2
0_1_3_5_6_8_9_29_30_31_32_35_37,0,0.0,2
0_1_2_4_6_8_9_11_26_29_30_33_34_35_37,0,0.0,2
0_1_2_5_7_8_9_24_26_47_48_49_51,0,0.0,2
0_1_2_4_6_8_10_12_13_15_17_19_20_23_29_30_33_34_35_37,0,0.0,2
0_2_4_6_8_9_26_29_30_33_34_35_37,0,0.0,2
12_13_14_16_19_20_21_29_30_33_34_35,0,0.0,2
0_1_2_3_5_7_8_10_29_30_31_33_34_36_37,0,0.0,2
0_1_3_4_7_8_9_25_26_29_30_33_34_36_37,0,0.0,2
12_13_14_17_18_20_22_29_30_32_35_37_38,0,0.0,2
0_1_2_4_7_8_11_25_27_29_30_33_34_36_37,0,0.0,2
12_13_15_17_18_20_21_29_30_32_35_37_38,0,0.0,2
24_27_29_30_32_36_37_38,0,0.0,2
0_2_4_6_8_11_29_30_31_33_34_35_37,0,0.0,2
0_1_3_5_6_8_11_29_30_33_36_37_38,0,0.0,2
0_1_2_5_6_11_29_30_31_33_34_36_37,0,0.0,2
12_13_14_17_19_20_21_27_29_30_32_34_36_37,0,0.0,2
0_1_2_5_7_8_10_24_27_29_30_33_34_36_37,0,0.0,2
0_1_2_4_6_8_11_29_30_31_33_35_37,0,0.0,2
0_1_3_5_6_8_9_29_30_31_32_36_37,0,0.0,2
0_1_5_6_8_10_39_40_41_44_45_47_48_49_51,0,0.0,2
0_1_3_4_7_8_10_12_13_14_17_18_20_21_29_30_33_34_36_37,0,0.0,2
0_3_4_7_8_10_26_29_30_33_34_36_37,0,0.0,2
0_1_3_4_6_8_9_29_30_31_32_34_36_37,0,0.0,2
0_1_3_5_6_10_27_29_30_33_34_35_37,0,0.0,2
0_1_2_4_7_8_10_12_13_14_17_19_20_23_29_30_33_34_36_37,0,0.0,2
0_1_2_4_7_8_10_39_40_41_43_44_45_47_48_49_51,0,0.0,2
0_1_5_7_8_9_26_29_30_33_34_36_37,0,0.0,2
0_1_3_5_7_8_9_10_26_29_30_33_34_35_37,0,0.0,2
0_1_2_5_7_8_11_27_29_30_32_34_35_37,0,0.0,2
0_1_3_5_7_8_11_24_26_29_30_33_34_36_37,0,0.0,2
0_1_3_4_7_8_11_24_26_29_30_33_34_35_37,0,0.0,2
0_1_2_5_6_8_11_24_27_29_30_33_34_35_37,0,0.0,2
0_1_3_5_7_10_27_29_30_33_34_35_37,0,0.0,2
12_13_14_16_18_20_21_26_39_40_41_44_45_47_48_49_51,0,0.0,2
12_13_14_17_19_20_22_27_29_30_33_34_36_37_38,0,0.0,2
0_1_3_4_7_8_9_24_26_47_48_50_51,0,0.0,2
0_1_2_4_6_8_9_29_33_34_35_37_38,0,0.0,2
0_1_2_4_6_8_9_25_27_29_30_33_34_35_37,0,0.0,2
0_1_3_5_6_8_11_27_29_33_34_36_37,0,0.0,2
0_1_4_7_8_9_29_30_31_33_34_36_37,0,0.0,2
0_1_3_5_7_8_10_26_29_33_34_36_37,0,0.0,2
0_1_2_5_7_8_10_40_41_43_45_47_48_49_51,0,0.0,2
25_26_39_40_41_43_45_47_48_49_50_51,0,0.0,2
0_1_2_5_6_8_9_24_27_29_30_33_34_35_37,0,0.0,2
0_1_3_5_7_8_11_29_30_31_32_35_37,0,0.0,2
0_1_3_4_6_8_11_26_29_30_32_34_35_37,0,0.0,2
0_1_3_4_6_11_29_30_31_33_34_36_37,0,0.0,2
12_13_15_17_18_20_23_27_29_30_32_36_37,0,0.0,2
0_1_2_4_7_8_9_26_29_30_32_36_37_38,0,0.0,2
0_1_3_5_7_8_9_26_29_30_33_34_36,0,0.0,2
0_1_2_3_4_6_8_10_29_30_31_33_34_36_37,0,0.0,2
0_1_2_4_7_8_10_29_30_33_35_37_38,0,0.0,2
0_1_2_4_6_8_9_25_26_29_30_33_34_36_37,0,0.0,2
0_1_2_5_6_8_11_24_27_29_30_33_34_36_37,0,0.0,2
0_1_3_4_7_8_10_29_30_31_33_34_36,0,0.0,2
0_1_2_4_6_8_11_26_29_30_33_34_36,0,0.0,2
0_1_2_5_6_9_27_29_30_33_34_35_37,0,0.0,2
0_1_2_5_6_8_9_12_13_15_17_18_20_21_29_30_33_34_36_37,0,0.0,2
0_1_2_5_6_8_9_27_29_30_32_36_37_38,0,0.0,2
12_13_15_17_18_20_21_22_29_30_33_34_35_37,0,0.0,2
1_3_4_7_8_11_27_29_30_33_34_35_37,0,0.0,2
0_1_2_4_7_8_9_11_39_40_41_44_45_47_48_49_51,0,0.0,2
0_1_3_5_6_8_9_29_31_32_33_34_35_37,0,0.0,2
0_1_3_5_6_8_9_29_30_31_33_34_36,0,0.0,2
12_13_14_17_19_20_23_26_39_40_41_44_45_47_48_49_51,0,0.0,2
12_13_15_16_19_20_21_29_30_31_32_34_36_37,0,0.0,2
0_1_2_5_6_8_10_12_13_15_16_19_20_23_29_30_33_34_36_37,0,0.0,2
12_13_15_16_18_20_22_27_29_30_32_33_34_35_37,0,0.0,2
0_1_2_4_7_8_9_24_27_29_30_33_34_35_37,0,0.0,2
0_1_2_5_7_8_10_29_30_31_33_34_36_37_38,0,0.0,2
1_2_4_6_8_10_26_29_30_33_34_36_37,0,0.0,2
12_13_15_16_19_20_22_27_29_30_32_35_37,0,0.0,2
0_1_3_4_7_8_10_26_29_30_32_35_37,0,0.0,2
0_1_2_4_6_11_39_40_41_44_45_47_48_49_51,0,0.0,2
0_1_2_4_7_8_11_12_13_15_16_19_20_22_29_30_33_34_35_37,0,0.0,2
0_1_2_4_6_8_9_27_29_33_34_36_37,0,0.0,2
0_3_4_6_8_9_26_29_30_33_34_36_37,0,0.0,2
0_1_2_5_7_8_11_24_27_29_30_33_34_36_37,0,0.0,2
12_13_14_16_18_20_21_27_29_30_33_34_36_37_38,0,0.0,2
12_13_14_16_19_20_21_26_29_30_32_35_37,0,0.0,2
0_1_3_4_6_8_10_25_29_30_33_34_35_37,0,0.0,2
12_13_14_17_19_20_21_29_33_34_36_37,0,0.0,2
0_1_4_7_8_10_26_29_30_33_34_35_37,0,0.0,2
27_39_41_44_45_47_48_49_51,0,0.0,2
12_13_15_17_18_20_22_29_30_32_33_34_35_37_38,0,0.0,2
0_1_5_7_8_9_29_30_32_33_34_36_37,0,0.0,2
12_13_14_17_19_20_23_29_33_34_36_37,0,0.0,2
12_13_14_16_18_20_23_29_30_31_33_34_36_37_38,0,0.0,2
12_13_14_17_18_20_22_27_29_30_33_34_36_37_38,0,0.0,2
12_13_15_17_19_20_21_26_29_30_32_36_37,0,0.0,2
1_2_5_6_8_9_29_30_32_33_34_35_37,0,0.0,2
29_30_32_34_36_37_38,0,0.0,2
0_1_2_5_6_8_11_29_31_33_34_36_37,0,0.0,2
12_13_15_17_19_20_22_29_30_32_35_37_38,0,0.0,2
0_1_3_4_7_8_9_25_27_29_30_33_34_35_37,0,0.0,2
12_13_14_16_18_20_23_29_30_31_32_35_37,0,0.0,2
0_1_3_4_7_8_9_28_29_30_31_32_33_34_36_37,0,0.0,2
12_13_14_15_16_18_20_23_29_30_33_34_35_37,0,0.0,2
12_13_15_17_18_20_23_29_30_32_34_35_37_38,0,0.0,2
12_13_14_17_18_20_23_39_40_41_43_44_45_47_48_50_51,0,0.0,2
24_27_29_30_32_34_36_37,0,0.0,2
0_1_3_5_7_8_10_26_38,0,0.0,2
0_1_3_4_7_8_11_26_30_33_34_35_37,0,0.0,2
12_13_14_17_18_20_22_29_30_32_33_34_35_37_38,0,0.0,2
0_1_3_5_6_8_9_27_29_30_32_36_37,0,0.0,2
1_2_5_7_8_11_26_29_30_33_34_35_37,0,0.0,2
0_1_3_4_7_10_27_29_30_33_34_35_37,0,0.0,2
0_1_2_4_7_8_11_29_30_33_34_37,0,0.0,2
12_13_14_15_16_18_20_22_29_30_33_34_36_37,0,0.0,2
0_1_29_30_33_34_36_37,0,0.0,2
0_1_3_4_7_8_9_12_13_15_16_19_20_23_29_30_33_34_35_37,0,0.0,2
24_27_29_30_32_35_37_38,0,0.0,2
27_32_33_34_36_37,0,0.0,2
12_13_14_17_19_20_22_27_38,0,0.0,2
12_13_15_16_18_20_22_29_30_31_32_33_34_35_37,0,0.0,2
0_1_2_5_7_8_10_12_13_15_16_19_20_21_29_30_33_34_35_37,0,0.0,2
12_13_15_17_19_20_22_24_26_29_30_33_34_36_37,0,0.0,2
12_13_15_16_18_20_23_26_29_30_32_36_37,0,0.0,2
0_1_2_3_5_7_8_9_26_29_30_33_34_36_37,0,0.0,2
0_1_3_5_7_8_9_29_30_32_37,0,0.0,2
0_1_2_5_6_8_10_12_13_15_16_19_20_21_26_29_30_33_34_35_37_38,0,0.0,2
0_2_4_6_8_10_39_40_41_44_45_47_48_50_51,0,0.0,2
0_1_2_4_7_8_11_12_13_14_16_19_20_21_29_30_33_34_35_37,0,0.0,2
0_1_2_4_7_8_11_12_13_14_17_19_20_23_29_30_33_34_35_37,0,0.0,2
25_26_29_30_33_34_35_36_37,0,0.0,2
24_27_29_30_33_34_36,0,0.0,2
12_13_15_16_19_20_23_26_39_40_41_44_45_47_48_49_51,0,0.0,2
0_1_2_4_7_8_10_28_29_30_33_34_35_37_38,0,0.0,2
0_1_2_5_7_8_10_24_26_39_40_41_43_45_47_48_50_51,0,0.0,2
0_1_3_5_6_7_8_10_29_30_33_34_36_37,0,0.0,2
12_13_14_17_19_20_22_23_29_30_33_34_35_37,0,0.0,2
1_2_4_6_8_10_39_40_41_44_45_47_48_49_51,0,0.0,2
1_2_4_6_8_10_38,0,0.0,2
0_1_2_4_7_8_10_27_29_30_32_36_37,0,0.0,2
12_13_15_17_19_20_22_27_29_30_32_35_37,0,0.0,2
0_1_3_5_6_8_11_24_26_39_40_41_43_45_47_48_50_51,0,0.0,2
0_1_2_5_6_8_9_29_30_31_32_35_37_38,0,0.0,2
12_13_14_16_18_20_21_23_29_30_33_34_35_37,0,0.0,2
0_1_3_4_7_8_9_40_41_44_45_47_48_49_51,0,0.0,2
0_1_3_5_7_8_10_29_30_32_34_35_37_38,0,0.0,2
0_1_3_4_7_8_9_26_29_30_32_34_36_37,0,0.0,2
0_1_5_6_8_10_39_40_41_43_45_47_48_50_51,0,0.0,2
0_1_2_5_6_8_11_12_13_15_17_19_20_21_29_30_33_34_36_37,0,0.0,2
0_1_4_7_8_9_29_30_33_34_35_37_38,0,0.0,2
0_1_2_4_7_10_26_29_30_33_34_35_37,0,0.0,2
0_1_3_5_6_8_10_29_30_32_34_35_37_38,0,0.0,2
0_1_3_4_6_8_9_29_30_31_33_34_35_37_38,0,0.0,2
0_1_2_5_7_8_10_12_13_15_17_18_20_21_29_30_33_34_35_37,0,0.0,2
0_3_5_7_8_10_29_30_31_33_34_36_37,0,0.0,2
0_1_3_4_6_8_10_27_29_30_33_34_35,0,0.0,2
0_1_3_5_6_8_9_29_30_31_32_34_35_37_38,0,0.0,2
12_13_14_17_19_20_21_26_29_30_32_33_34_35_37,0,0.0,2
0_1_2_5_6_8_10_26_29_30_32_36_37,0,0.0,2
12_13_15_17_19_20_23_29_30_33_35_37,0,0.0,2
12_13_14_17_19_20_23_29_30_31_32_36_37,0,0.0,2
0_1_3_5_6_8_11_26_29_30_32_36_37_38,0,0.0,2
0_1_3_4_7_8_11_26_29_33_34_35_37,0,0.0,2
0_1_2_4_7_8_9_28_29_30_32_33_34_35_37,0,0.0,2
12_13_15_16_19_20_21_29_30_31_33_34_36_37_38,0,0.0,2
0_1_2_5_6_8_9_26_29_30_32_34_36_37,0,0.0,2
25_26_30_32_33_34_36_37,0,0.0,2
28_29_30_32_33_34_35_37_38,0,0.0,2
0_1_2_4_7_8_9_12_13_14_17_19_20_21_29_30_33_34_36_37,0,0.0,2
12_13_14_17_19_20_21_29_30_31_32_34_35_37,0,0.0,2
0_1_3_4_6_8_11_12_13_15_17_19_20_21_29_30_33_34_35_37,0,0.0,2
12_13_15_17_18_20_21_29_30_31_33_34_36_37_38,0,0.0,2
0_1_3_5_29_30_33_34_36_37,0,0.0,2
18_20_23_29_30_33_34_36_37,0,0.0,2
0_1_2_5_6_8_9_12_13_15_17_19_20_21_29_30_31_33_34_36_37,0,0.0,2
0_1_2_4_7_8_11_12_13_14_16_19_20_22_29_30_33_34_36_37,0,0.0,2
0_1_3_5_7_8_11_39_40_44_45_47_48_49_51,0,0.0,2
0_1_2_5_7_8_10_26_29_30_33_34_35,0,0.0,2
0_3_5_7_8_10_26_29_30_33_34_36_37,0,0.0,2
0_1_3_5_6_8_9_24_26_39_40_41_44_45_47_48_50_51,0,0.0,2
0_1_2_5_6_8_10_12_13_15_17_18_20_23_29_30_33_34_36_37,0,0.0,2
0_1_3_4_6_8_11_12_13_14_17_18_20_23_29_30_33_34_35_37,0,0.0,2
12_13_15_17_18_20_21_26_29_33_34_36_37,0,0.0,2
12_13_15_16_19_20_22_29_30_31_32_34_36_37,0,0.0,2
0_1_2_4_7_8_9_27_29_33_34_35_37,0,0.0,2
12_13_14_16_19_20_21_29_33_34_36_37,0,0.0,2
0_1_3_4_6_8_10_29_30_31_32_35_37,0,0.0,2
0_1_2_5_6_8_10_29_30_31_32_35_37_38,0,0.0,2
0_1_2_4_6_8_9_27_29_33_34_35_37,0,0.0,2
0_1_2_5_7_8_9_10_26_29_30_33_34_36_37,0,0.0,2
0_1_2_4_6_8_10_28_29_30_33_34_35_37_38,0,0.0,2
0_1_2_4_6_8_10_39_40_41_44_45_47_49_51,0,0.0,2
24_29_30_33_34_35_37_38,0,0.0,2
12_13_14_17_19_20_23_27_29_30_32_36_37,0,0.0,2
0_1_2_4_6_8_10_26_27_29_30_33_34_36_37,0,0.0,2
29_30_32_37,0,0.0,2
12_13_14_17_19_20_22_29_30_31_32_34_35_37,0,0.0,2
0_1_2_5_6_8_10_28_29_30_32_33_34_36_37,0,0.0,2
26_27_29_30_32_34_36_37,0,0.0,2
0_1_3_5_6_8_10_29_30_31_33_34_35_37_38,0,0.0,2
12_13_14_17_19_20_21_23_29_30_33_34_36_37,0,0.0,2
0_1_3_5_7_8_9_12_13_15_17_18_20_22_29_30_33_34_35_37,0,0.0,2
0_1_2_5_6_10_26_29_30_33_34_36_37,0,0.0,2
12_13_15_17_19_20_22_24_27_29_30_33_34_36_37,0,0.0,2
12_13_14_17_18_20_23_29_30_32_35_37_38,0,0.0,2
0_1_2_4_6_8_10_11_29_30_32_33_34_36_37,0,0.0,2
0_1_3_4_6_8_10_26_29_30_32_34_36_37,0,0.0,2
0_1_3_4_6_8_11_29_30_32_34_35_37_38,0,0.0,2
26_29_32_33_34_36_37,0,0.0,2
0_1_3_4_7_8_9_12_13_15_17_19_20_22_29_30_33_34_35_37,0,0.0,2
0_1_2_4_7_8_10_26_29_30_32_34_35_37,0,0.0,2
0_1_3_4_7_8_11_12_13_15_17_18_20_21_29_30_33_34_35_37_38,0,0.0,2
0_1_3_5_7_8_10_12_13_14_17_18_20_23_29_30_33_34_35_37,0,0.0,2
12_13_14_17_18_20_22_29_30_32_33_34_36_37_38,0,0.0,2
0_1_3_4_6_8_11_12_13_15_17_19_20_22_29_30_33_34_36_37,0,0.0,2
0_1_3_5_7_8_10_29_30_31_32_34_35_37,0,0.0,2
0_1_3_4_6_8_10_24_26_39_40_41_44_45_47_48_50_51,0,0.0,2
0_1_3_4_6_8_10_29_30_32_33_34_35_37_38,0,0.0,2
0_1_2_4_6_8_10_25_26_29_30_33_34_36_37,0,0.0,2
12_13_15_17_18_20_21_26_30_33_34_35_37,0,0.0,2
0_1_2_5_6_8_9_24_26_39_40_41_44_45_47_48_49_51,0,0.0,2
0_1_2_5_6_9_29_30_31_33_34_36_37,0,0.0,2
0_1_5_7_8_10_26_29_30_33_34_35_37,0,0.0,2
12_13_14_17_19_20_22_29_30_32_34_36_37_38,0,0.0,2
